ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
ENSG00000252949	84	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224707	400	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000222431	105	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000201683	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000145996	3358	5	5	0	0	1.48898153662895	60.0395780898768	5	5	0	0	1.48898153662895	60.0395780898768
ENSG00000225832	332	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233848	614	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000252046	95	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000227089	386	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000231754	543	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124766	4876	14	14	0	0	2.87120590648072	115.774431712932	14	14	0	0	2.87120590648072	115.774431712932
ENSG00000220771	256	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272168	11161	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000222515	375	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000260455	1940	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219404	604	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000261568	1615	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000260049	341	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000172179	1354	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112273	2151	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000228772	743	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233358	871	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218476	867	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000207394	107	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235743	312	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219453	279	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218512	121	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000220748	1063	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219582	607	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000152954	4067	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000251830	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000146038	4996	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000146049	1382	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000202050	104	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124532	4521	11	11	0	0	2.4330900243309	98.1084687230202	10	10	0	0	2.211900022119	89.1895170209274
ENSG00000112293	4919	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112294	5525	10	9	0.1	1	1.80995475113122	72.9820464165815	10	9	0.1	1	1.80995475113122	72.9820464165815
ENSG00000137261	7005	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218186	1458	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000111802	3082	15	12	0.2	3	4.86696950032446	196.248770174374	15	12	0.2	3	4.86696950032446	196.248770174374
ENSG00000112304	4394	4	4	0	0	0.910332271279017	36.706946422541	4	4	0	0	0.910332271279017	36.706946422541
ENSG00000272345	887	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112308	4134	41	41	0	0	9.91775520077407	399.90948390218	41	41	0	0	9.91775520077407	399.90948390218
ENSG00000272402	405	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224164	557	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218806	562	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112312	2476	22	21	0.045454545454545	1	8.88529886914378	358.27818020741	22	21	0.045454545454545	1	8.88529886914378	358.27818020741
ENSG00000260286	814	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000111913	7697	38	37	0.026315789473684	1	4.9369884370534	199.072114397314	37	36	0.027027027027027	1	4.80706768870989	193.833374544753
ENSG00000263391	99	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217083	465	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000214975	499	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272053	1030	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000220517	1237	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000244618	268	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229313	577	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000223623	430	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230372	472	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000168405	4328	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219682	1438	1	1	0	0	0.695410292072323	28.0407375835614	0	0	NA	0	0	0
ENSG00000262400	337	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217805	387	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000222373	78	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000264238	88	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219681	382	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235733	745	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000271108	517	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216718	493	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000213972	927	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000079691	6881	4	4	0	0	0.581310855980235	23.4399538701708	4	4	0	0	0.581310855980235	23.4399538701708
ENSG00000207286	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000207490	104	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000253017	77	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000238322	83	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000079689	1447	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217408	396	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000164508	500	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000146047	437	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000178762	379	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216436	331	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000146039	4633	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124568	2044	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124564	3594	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000242387	370	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112337	2560	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112343	5345	13	13	0	0	2.43217960710945	98.0717583511874	13	13	0	0	2.43217960710945	98.0717583511874
ENSG00000272558	354	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272065	466	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272462	4130	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272810	517	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224447	223	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124610	781	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000198366	469	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000196176	372	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124529	357	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124693	472	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137259	477	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000196226	431	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000234816	369	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000196532	459	1	0	1	1	2.17864923747277	87.8487595755148	1	0	1	1	2.17864923747277	87.8487595755148
ENSG00000187837	732	49	44	0.102040816326531	5	66.9398907103825	2699.18914154768	49	44	0.102040816326531	5	66.9398907103825	2699.18914154768
ENSG00000010704	5675	4	4	0	0	0.704845814977974	28.4212022168538	4	4	0	0	0.704845814977974	28.4212022168538
ENSG00000197061	415	1	1	0	0	2.40963855421687	97.1628449280995	1	1	0	0	2.40963855421687	97.1628449280995
ENSG00000187475	725	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000180596	834	1	1	0	0	1.19904076738609	48.3484180397617	1	1	0	0	1.19904076738609	48.3484180397617
ENSG00000180573	1668	7	7	0	0	4.19664268585132	169.219463139166	7	7	0	0	4.19664268585132	169.219463139166
ENSG00000168298	785	1	1	0	0	1.27388535031847	51.3663447709061	1	1	0	0	1.27388535031847	51.3663447709061
ENSG00000158373	898	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217159	292	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197697	497	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000188987	367	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216331	206	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197409	865	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000196866	393	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197846	1195	1	1	0	0	0.836820083682008	33.7427453097584	1	1	0	0	0.836820083682008	33.7427453097584
ENSG00000217275	499	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000198518	1409	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000187990	445	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000168274	547	1	1	0	0	1.82815356489945	73.7158695523972	1	1	0	0	1.82815356489945	73.7158695523972
ENSG00000196966	462	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218281	134	1	1	0	0	7.46268656716418	300.914780934039	1	1	0	0	7.46268656716418	300.914780934039
ENSG00000124575	777	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000198327	416	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124578	374	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000256316	466	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197459	425	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000256018	467	1	1	0	0	2.14132762312634	86.3438557712233	1	1	0	0	2.14132762312634	86.3438557712233
ENSG00000218690	348	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000168242	479	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000158406	1034	3	3	0	0	2.90135396518375	116.99007924128	3	3	0	0	2.90135396518375	116.99007924128
ENSG00000220875	417	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000252399	66	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000186470	6748	25	24	0.04	1	3.70480142264375	149.387154138861	25	24	0.04	1	3.70480142264375	149.387154138861
ENSG00000215979	77	1	1	0	0	12.987012987013	523.669878508588	1	1	0	0	12.987012987013	523.669878508588
ENSG00000124508	6398	15	15	0	0	2.34448265082838	94.535590759209	15	15	0	0	2.34448265082838	94.535590759209
ENSG00000026950	5547	20	20	0	0	3.60555255092843	145.385183505179	17	17	0	0	3.06471966828917	123.577405979402
ENSG00000124549	4177	2	2	0	0	0.478812544888676	19.3069574551886	2	2	0	0	0.478812544888676	19.3069574551886
ENSG00000111801	5658	14	14	0	0	2.47437256981265	99.7730874924457	14	14	0	0	2.47437256981265	99.7730874924457
ENSG00000112763	3753	8	8	0	0	2.13162803090861	85.9527431817986	8	8	0	0	2.13162803090861	85.9527431817986
ENSG00000124557	2895	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000199289	108	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000228223	4732	2	2	0	0	0.422654268808115	17.0425108390369	2	2	0	0	0.422654268808115	17.0425108390369
ENSG00000261353	342	1	1	0	0	2.92397660818713	117.902282588191	1	1	0	0	2.92397660818713	117.902282588191
ENSG00000182952	1274	17	16	0.058823529411765	1	13.3437990580848	538.05641363245	17	16	0.058823529411765	1	13.3437990580848	538.05641363245
ENSG00000146109	2255	16	16	0	0	7.09534368070953	286.102567770546	15	15	0	0	6.65188470066519	268.221157284887
ENSG00000271071	1207	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218346	929	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233631	677	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000181315	3152	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000261584	1724	1	1	0	0	0.580046403712297	23.3889678916249	1	1	0	0	0.580046403712297	23.3889678916249
ENSG00000241549	2075	1	1	0	0	0.481927710843373	19.4325689856199	0	0	NA	0	0	0
ENSG00000243307	1826	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224843	6481	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272312	441	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000238621	113	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000220581	876	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216762	885	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219770	868	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000222800	191	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272468	565	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124635	1100	1	1	0	0	0.909090909090909	36.6568914956012	1	1	0	0	0.909090909090909	36.6568914956012
ENSG00000196787	2239	3	2	0.333333333333333	1	1.33988387673068	54.0275756746243	3	2	0.333333333333333	1	1.33988387673068	54.0275756746243
ENSG00000197903	820	49	44	0.102040816326531	5	59.7560975609756	2409.52006294256	49	44	0.102040816326531	5	59.7560975609756	2409.52006294256
ENSG00000198339	1343	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000184825	457	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000265565	63	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000174572	670	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112812	5290	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000270935	1117	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000158553	3354	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000220758	1165	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204789	4007	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124613	4834	1	1	0	0	0.206868018204386	8.34145234695103	1	1	0	0	0.206868018204386	8.34145234695103
ENSG00000271755	2955	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000237154	300	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000096654	3122	3	3	0	0	0.960922485586163	38.7468744187969	3	3	0	0	0.960922485586163	38.7468744187969
ENSG00000270666	236	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218347	944	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219738	572	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000206671	106	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000238648	124	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216676	224	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216915	1495	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218069	493	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217862	265	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000185130	453	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000196747	531	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000203813	473	2	1	0.5	1	4.22832980972516	170.497169746982	2	1	0.5	1	4.22832980972516	170.497169746982
ENSG00000182611	496	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000196374	446	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197238	374	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197914	354	1	1	0	0	2.82485875706215	113.905595042829	0	0	NA	0	0	0
ENSG00000184348	460	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233822	4265	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217646	340	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000198374	573	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000184357	790	1	1	0	0	1.26582278481013	51.041241322989	1	1	0	0	1.26582278481013	51.041241322989
ENSG00000182572	477	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000198558	364	1	1	0	0	2.74725274725275	110.77632045374	1	1	0	0	2.74725274725275	110.77632045374
ENSG00000197153	842	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233224	487	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000196331	467	1	1	0	0	2.14132762312634	86.3438557712233	1	1	0	0	2.14132762312634	86.3438557712233
ENSG00000238610	63	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000168131	1212	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000168126	939	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000124657	942	1	1	0	0	1.06157112526539	42.8052873090884	1	1	0	0	1.06157112526539	42.8052873090884
ENSG00000214374	340	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216629	926	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217539	1633	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000199851	208	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000217315	909	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000187763	934	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000182477	938	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000220721	918	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272009	686	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197279	2107	1	1	0	0	0.474608448030375	19.1374374205796	1	1	0	0	0.474608448030375	19.1374374205796
ENSG00000219891	1657	1	1	0	0	0.603500301750151	24.3346895866996	1	1	0	0	0.603500301750151	24.3346895866996
ENSG00000219392	924	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000269293	2163	3	3	0	0	1.3869625520111	55.9259093552861	3	3	0	0	1.3869625520111	55.9259093552861
ENSG00000196812	1328	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000261839	2830	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000198315	7565	13	13	0	0	1.71844018506279	69.2919429460802	13	13	0	0	1.71844018506279	69.2919429460802
ENSG00000226314	2535	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000216901	487	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000218016	1383	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000176933	1235	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000137185	3705	1	1	0	0	0.269905533063428	10.8832876235253	1	1	0	0	0.269905533063428	10.8832876235253
ENSG00000187626	2430	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000189134	1639	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197062	2810	3	3	0	0	1.06761565836299	43.0490184823786	3	3	0	0	1.06761565836299	43.0490184823786
ENSG00000137338	3135	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000270326	193	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235109	4957	2	2	0	0	0.403469840629413	16.2689451866699	2	2	0	0	0.403469840629413	16.2689451866699
ENSG00000189298	4835	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000158691	5495	5	5	0	0	0.909918107370337	36.6902462649329	5	5	0	0	0.909918107370337	36.6902462649329
ENSG00000251877	187	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000187987	3283	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000231162	835	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000219262	494	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000198704	2018	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224586	2002	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000232040	5824	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000246350	2874	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000271440	214	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272278	69	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235570	537	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000237425	888	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000221191	108	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235559	372	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000265764	64	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000225173	709	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000225595	3098	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000213916	632	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233366	1075	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224157	413	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204713	7986	14	14	0	0	1.75306786877035	70.6882205149334	14	14	0	0	1.75306786877035	70.6882205149334
ENSG00000212240	100	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204709	466	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000228666	1331	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000263426	296	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000227214	1032	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000244349	317	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197935	3176	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000223677	928	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204704	1028	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000236909	776	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000228364	596	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204703	1106	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204702	1273	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204701	936	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000227206	389	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000203492	937	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204700	1041	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224233	936	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230598	944	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000232505	779	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000213911	931	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204697	879	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000242524	960	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000197171	943	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204695	1117	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230056	1436	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000243729	1266	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000112462	1869	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000168787	1033	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000251608	947	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204694	2864	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000206474	1649	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204688	3709	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000225797	382	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230164	1047	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204687	1265	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000213900	406	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229274	877	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000224582	2777	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000229281	1084	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000237988	948	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000213886	1087	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204681	8470	3	3	0	0	0.354191263282172	14.2819057775069	3	3	0	0	0.354191263282172	14.2819057775069
ENSG00000232173	928	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000227609	290	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000201330	84	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000231301	518	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204657	1063	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235238	284	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204655	3196	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204644	2131	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233916	423	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204642	4685	64	59	0.078125	5	13.6606189967983	550.831411161221	49	44	0.102040816326531	5	10.4589114194237	421.73029917031
ENSG00000225864	991	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000214922	4179	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000239257	471	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000273340	1157	1	1	0	0	0.864304235090752	34.8509772214013	1	1	0	0	0.864304235090752	34.8509772214013
ENSG00000227758	225	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000199290	102	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235821	420	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000272236	243	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000270896	135	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000181126	5662	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000176998	2035	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000261548	747	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000213880	797	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000237042	132	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000204632	1763	1	1	0	0	0.567214974475326	22.8715715514244	0	0	NA	0	0	0
ENSG00000229142	980	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233265	129	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000230521	975	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000206341	1837	37	32	0.135135135135135	5	20.141535111595	812.158673854637	4	4	0	0	2.17746325530757	87.8009377140148
ENSG00000231130	450	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000233677	192	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000235963	328	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000227262	991	1	1	0	0	1.00908173562059	40.6887796621204	1	1	0	0	1.00908173562059	40.6887796621204
ENSG00000230795	1037	0	0	NA	0	0	0	0	0	NA	0	0	0
ENSG00000228078	186	0	0	NA	0	0	0	0	0	NA	0	0	0
